run_id,run_name,eval/id_acc_macro,eval/casa_acc8_holdout,eval/casa_cavg20_holdout,eval/step,eval/casa_acc,eval/casa_acc8,_runtime,eval/casa_cavg8,diagnostics/loss_plot,eval/casa_cavg8_holdout,eval/off_set_holdout,_timestamp,eval/layer_mix_argmax,eval/gap_holdout,eval/gap,eval/off_set,eval/casa_cavg20,_step,eval/id_acc,eval/madis_overall,eval/casa_acc_holdout,eval/id_cavg
y1g9tomr,v3_lm_casatr_casavf20_6k_cohere-ar,90.32593011856079,93.63104104995728,0.021214078920849207,2800.0,92.27405190467834,94.97084617614746,3905.701135558,0.04839348731580465,,0.04820627332168789,3.806734992679356,1785314358.2110116,48.0,-2.017265558242798,-3.2957077026367188,3.6443148688046647,0.0228750999895785,2800,88.97834420204163,73.35352006056019,90.99560976028442,0.06449364852403042
y1g9tomr,v3_lm_casatr_casavf20_6k_cohere-ar,,,,,,,4251.554540786,,"{'height': 2090, 'path': 'media/images/diagnostics/loss_plot_2800_c759bcdb3b8d10e27c1d.png', 'sha256': 'c759bcdb3b8d10e27c1db1b0b61deb39b70053e770826a8e2ee896ab6f48a9bc', 'size': 399854, 'width': 1210, '_type': 'image-file', 'format': 'png'}",,,1785314584.4439857,,,,,,3000,,,,
y1g9tomr,v3_lm_casatr_casavf20_6k_cohere-ar,91.02448761463165,94.28989887237549,0.01985217394725862,3200.0,92.12828278541565,95.26239037513733,4585.698092344,0.04109179150801065,,0.039456219103304865,3.953147877013177,1785314930.2970948,48.0,-2.0468413829803467,-2.5206565856933594,4.518950437317784,0.01911500393021308,3200,89.60762619972229,74.38808983093615,91.65446758270264,0.05920318756842422
y1g9tomr,v3_lm_casatr_casavf20_6k_cohere-ar,,,,,,,4821.369078217,,"{'width': 1210, '_type': 'image-file', 'format': 'png', 'height': 2090, 'path': 'media/images/diagnostics/loss_plot_3200_22ccc6fbdcfe0d932078.png', 'sha256': '22ccc6fbdcfe0d93207865b8bb18acbf3fc903b32fe6cb0d391846efbc61d7e8', 'size': 420296}",,,1785315264.4409654,,,,,,3500,,,,
y1g9tomr,v3_lm_casatr_casavf20_6k_cohere-ar,91.30747467279434,95.09516954421997,0.01958559127293682,3600.0,92.05539226531982,94.89796161651611,5265.804325594,0.042183042571789925,,0.04511171182665394,4.612005856515373,1785315500.111969,48.0,-1.9542992115020752,-2.3552238941192627,4.154518950437318,0.01973212773695523,3600,89.70016837120056,73.90865505929851,91.65446758270264,0.05916211278971667
y1g9tomr,v3_lm_casatr_casavf20_6k_cohere-ar,91.26222431659698,95.09516954421997,0.021379727439116574,4000.0,91.25364422798157,95.33527493476868,5961.159529283,0.0410018096439733,"{'format': 'png', 'height': 2090, 'path': 'media/images/diagnostics/loss_plot_3600_446e49b3de3e50489647.png', 'sha256': '446e49b3de3e504896473d23335d3ae41b278d42311f32ce817a4ee0c66b30f9', 'size': 435146, 'width': 1210, '_type': 'image-file'}",0.038174736377981,5.490483162518302,1785316069.4086895,48.0,-0.8142292499542236,-1.0722637176513672,5.174927113702624,0.02170580184416564,4000,90.1813805103302,74.13575574060054,90.99560976028442,0.055262220934639825
y1g9tomr,v3_lm_casatr_casavf20_6k_cohere-ar,90.9867662191391,94.80234384536743,0.0201957548899225,4400.0,92.27405190467834,95.26239037513733,6071.816587708,0.040044680506877775,,0.04282971875560619,4.319180087847731,1785316639.9024122,48.0,-1.510930061340332,-2.203720808029175,4.227405247813411,0.0185573237518437,4400,90.07033109664917,76.2805955084532,91.5812611579895,0.05694045294855366
y1g9tomr,v3_lm_casatr_casavf20_6k_cohere-ar,,,,,,,6530.978308771,,"{'width': 1210, '_type': 'image-file', 'format': 'png', 'height': 2090, 'path': 'media/images/diagnostics/loss_plot_4400_b32234814d790e5def25.png', 'sha256': 'b32234814d790e5def25f6e8b1cdb595a38431cda4facd9d5daf0ee744b4d6a8', 'size': 433109}",,,1785316750.5594676,,,,,,4500,,,,
y1g9tomr,v3_lm_casatr_casavf20_6k_cohere-ar,91.82448118925095,96.04685306549072,0.017425454321469608,4800.0,92.71137118339539,95.69970965385437,6760.003375582,0.03847844885087778,,0.034010954920749986,3.953147877013177,1785317209.7208202,48.0,-2.1615207195281982,-1.9007086753845215,4.0087463556851315,0.018671503853291322,4800,90.81066250801086,75.14509210194296,92.97218322753906,0.05192344010365896
y1g9tomr,v3_lm_casatr_casavf20_6k_cohere-ar,,,,,,,7108.217911226,,"{'sha256': 'a0039107aaaffd3ad2b4ffde0bbd11a1df570b00d1ffd3e904d82eb46db4086f', 'size': 447519, 'width': 1210, '_type': 'image-file', 'format': 'png', 'height': 2090, 'path': 'media/images/diagnostics/loss_plot_4800_a0039107aaaffd3ad2b4.png'}",,,1785317438.7462444,,,,,,5000,,,,
y1g9tomr,v3_lm_casatr_casavf20_6k_cohere-ar,91.97566986083984,95.82723379135132,0.016916691227112736,5200.0,92.63848662376404,95.69970965385437,7445.245358074,0.03618570082705484,,0.033856874382555795,4.538799414348463,1785317786.9603686,48.0,-1.2813925743103027,-1.679760217666626,4.446064139941691,0.017478137702211842,5200,90.95872640609741,75.62452687358062,92.24011898040771,0.05218612209627178
y1g9tomr,v3_lm_casatr_casavf20_6k_cohere-ar,,,,,,,7681.662166055,,"{'height': 2090, 'path': 'media/images/diagnostics/loss_plot_5200_689bf0c0606beb555dc5.png', 'sha256': '689bf0c0606beb555dc5be4b8c10760c7013b7f3293a0398e3e824c045e49c8a', 'size': 456114, 'width': 1210, '_type': 'image-file', 'format': 'png'}",,,1785318123.9882426,,,,,,5500,,,,
y1g9tomr,v3_lm_casatr_casavf20_6k_cohere-ar,92.01234519481659,96.04685306549072,0.01642189655224985,5600.0,92.9300308227539,95.77259421348572,8134.730852393,0.03742244398113172,,0.03511170222602737,3.513909224011713,1785318360.404999,48.0,-2.5090456008911133,-2.100861072540283,3.7900874635568513,0.017202386835394125,5600,90.82916975021362,75.95256119101691,93.33821535110474,0.05198086007524886
y1g9tomr,v3_lm_casatr_casavf20_6k_cohere-ar,91.99993342161179,96.12005949020386,0.015886610160953774,6000.0,92.78425574302673,95.84547877311707,8261.383584443,0.03693211249611256,"{'_type': 'image-file', 'format': 'png', 'height': 2090, 'path': 'media/images/diagnostics/loss_plot_5600_f97cb7a88e6d9bf49214.png', 'sha256': 'f97cb7a88e6d9bf49214065fa0d654cbfa7b8e49d5a56afcbdb44cf5317c1e0f', 'size': 465554, 'width': 1210}",0.034758164370896925,3.6603221083455346,1785318939.4622378,48.0,-2.4080753326416016,-1.9273221492767334,3.8629737609329444,0.01699756496209353,6000,90.85693359375,76.12919505425182,93.2650089263916,0.05206432780185234
