run_id,run_name,eval/id_cavg,eval/casa_cavg8,_runtime,eval/madis_overall,eval/step,eval/casa_acc,_step,_timestamp,eval/id_acc,eval/off_set,eval/casa_cavg20,eval/gap
2d9yqoem,h100_bs128_bf16_cohere-ar,0.1651767065482016,0.32186056621778586,716.954341366,75.04415846580874,1500,52.159225940704346,1500,1785136584.9531415,74.00962710380554,28.628084606345478,0.1348080438042178,21.850401163101196
