run_id,run_name,eval/id_cavg,eval/casa_cavg8,eval/step,eval/id_acc,eval/gap,_timestamp,eval/off_set,eval/casa_cavg20,eval/casa_acc,_step,_runtime
354rrekk,noaug_baseline_whisper-small,0.42430544175610596,0.7940464080668317,750,50.46279430389404,38.535650074481964,1785079369.4925442,59.532902467685076,0.33858600067543493,11.927144229412079,750,425.449062685
354rrekk,noaug_baseline_whisper-small,0.22571944438490296,0.5890429067385121,1500,62.64346241950989,33.78036022186279,1785079586.8372087,39.61515863689777,0.23162755678237645,28.863102197647095,1500,637.827666765
354rrekk,noaug_baseline_whisper-small,0.18506279973881917,0.5819212414285346,2250,69.71492171287537,36.224910616874695,1785079799.2172744,32.12397179788484,0.2320620789093133,33.49001109600067,2250,837.499988753
354rrekk,noaug_baseline_whisper-small,0.16499923030036157,0.5500791130655055,3000,74.52795505523682,38.085535168647766,1785079998.8256876,33.9159811985899,0.22271173289327306,36.44241988658905,3000,838.169491328
