run_id,run_name,eval/madis_overall,_runtime,eval/gap,eval/step,eval/casa_cavg8,diagnostics/loss_plot,_step,eval/id_acc,eval/id_cavg,eval/casa_acc,_timestamp,eval/off_set,eval/casa_cavg20
et3tpx02,h100_bs128_bf16_cohere-ar,77.44133232399697,1303.038687467,24.65628981590271,1500,0.2963479211944854,,1500,77.3736834526062,0.13091164383594875,52.71739363670349,1785141201.7103465,30.581668625146886,0.12643601890626693
et3tpx02,h100_bs128_bf16_cohere-ar,76.43199596265455,2166.040919779,29.127734899520874,3000,0.3252884850702061,"{'_type': 'image-file', 'format': 'png', 'path': 'media/images/diagnostics/loss_plot_1500_7463c291e421d2321dc3.png', 'sha256': '7463c291e421d2321dc39bc36e832ee8a819445572da0a2361b67e559ba6be7a', 'size': 322610, 'height': 2090, 'width': 1210}",3000,84.59189534187317,0.09036455115967562,55.464160442352295,1785141940.7090538,26.894829612220917,0.13068948263792665
