run_id,run_name,eval/casa_cavg20,eval/id_acc,eval/casa_acc,eval/gap,_timestamp,eval/id_cavg,_step,eval/step,_runtime,eval/off_set,eval/casa_cavg8
c6s8p901,noaug_baseline_elyadata-adi20,0.2843421298022814,86.70862913131714,26.586368680000305,60.12226045131683,1785080600.5935864,0.09882598750034438,750,750,1338.637356,61.50117508813161,0.6270747641872803
c6s8p901,noaug_baseline_elyadata-adi20,0.23258222426591413,76.41614079475403,31.389540433883667,45.02660036087036,1785081340.601284,0.1748275011020205,1500,1500,2084.261608978,48.29612220916569,0.48194407636082237
c6s8p901,noaug_baseline_elyadata-adi20,0.2656833900433989,82.15475678443909,27.57050395011902,54.58425283432007,1785082086.2258465,0.13424713202491015,2250,2250,2825.059269659,60.86956521739131,0.5263806653261985
c6s8p901,noaug_baseline_elyadata-adi20,0.2781372648203831,87.85635232925415,23.648647964000702,64.20770436525345,1785082827.023593,0.1007595559504796,3000,3000,2825.621472943,65.96650998824913,0.4707955819428481
