run_id,run_name,eval/off_set_holdout,eval/step,eval/off_set,eval/layer_mix_argmax,eval/casa_acc8,eval/casa_acc8_holdout,eval/casa_cavg8_holdout,eval/id_cavg,eval/casa_cavg8,_step,eval/casa_cavg20_holdout,eval/casa_acc_holdout,_timestamp,eval/id_acc,eval/casa_cavg20,eval/casa_acc,eval/id_acc_macro,_runtime,eval/gap,eval/gap_holdout,eval/madis_overall,diagnostics/loss_plot
vqtykqw4,v3_lm_vc_adi17_smoke_cohere-ar,36.9180907483795,20,37.990626830697124,48,28.2659649848938,28.108426928520203,0.7589041216277126,0.760671096884782,0.7721639924024427,20,0.3066628670722057,20.889805257320404,1785246656.8816404,13.47399652004242,0.3074262253663138,20.796719193458557,13.22497683111578,282.213268845,-7.322722673416138,-7.415808737277985,37.673479687105726,"{'height': 2090, 'width': 1210, '_type': 'image-file', 'format': 'png', 'path': 'media/images/diagnostics/loss_plot_0_2171bacef6778457f7ed.png', 'sha256': '2171bacef6778457f7ed102b606c15b972e076f8490a07fb876267e9619e3eae', 'size': 188217}"
