run_id,run_name,eval/off_set,_step,eval/casa_acc,eval/casa_cavg20,_runtime,eval/gap,eval/step,_timestamp,eval/id_acc,eval/id_cavg,eval/casa_cavg8
9r4fixyr,noaug_baseline_elyadata-adi20,63.42538190364277,750,25.631609559059143,0.2808635205407406,1307.826320838,61.336180567741394,750,1785084799.0950904,86.96779012680054,0.09763758495363035,0.5737366869797409
9r4fixyr,noaug_baseline_elyadata-adi20,69.5945945945946,1500,18.24324280023575,0.30353150845599963,2023.150373217,68.13217252492905,1500,1785085516.1117985,86.3754153251648,0.1258832981307164,0.5203603894406159
9r4fixyr,noaug_baseline_elyadata-adi20,69.37426556991775,2250,21.63631021976471,0.2963295643710145,2739.437418793,66.66431725025177,2250,1785086231.4286106,88.30062747001648,0.07807103386327596,0.49344042050463066
9r4fixyr,noaug_baseline_elyadata-adi20,63.86603995299648,3000,24.368390440940857,0.28803079824055605,2739.782374007,63.48796188831329,3000,1785086947.7229056,87.85635232925415,0.08510529388638247,0.5586702953745287
