run_id,run_name,_step,eval/casa_acc8,eval/casa_cavg8_holdout,_runtime,eval/gap_holdout,eval/casa_cavg20,eval/layer_mix_argmax,eval/step,eval/id_cavg,eval/off_set,eval/casa_acc,eval/id_acc,eval/madis_overall,eval/off_set_holdout,_timestamp,diagnostics/loss_plot,eval/casa_cavg20_holdout,eval/casa_acc8_holdout,eval/id_acc_macro,eval/casa_acc_holdout,eval/gap,eval/casa_cavg8
8oedvcv7,v3_lm_casatr_v5_casa_shortcrop_cohere-ar,400,76.85998678207397,0.17637506620036802,393.685907818,6.640154123306274,0.08235628038313494,10.0,400.0,0.15883866070281422,19.59578207381371,64.35266733169556,72.58004546165466,78.77870300277567,18.915733647613436,1785281518.9006777,,0.07490926312860097,78.60931158065796,77.20159411430359,65.93989133834839,8.227378129959106,0.19586245147876147
8oedvcv7,v3_lm_casatr_v5_casa_shortcrop_cohere-ar,500,,,908.328930604,,,,,,,,,,,1785281555.9951653,"{'sha256': '84c7167c4acb454f950a45f8f89a03932bd758261dfdd1738b136b9ed589087e', 'size': 259735, 'width': 1210, '_type': 'image-file', 'format': 'png', 'height': 2090, 'path': 'media/images/diagnostics/loss_plot_400_84c7167c4acb454f950a.png'}",,,,,,
